type,sourceName,sourceVersion,productType,device,startDate,endDate,unit,value
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 21:54:49 +0000,2023-09-24 22:02:39 +0000,mi,0.06314995426708145
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 22:07:02 +0000,2023-09-24 22:14:47 +0000,mi,0.014757565815636682
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 22:46:26 +0000,2023-09-24 22:46:29 +0000,mi,0.005840889207030713
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 23:03:38 +0000,2023-09-24 23:13:26 +0000,mi,0.08744556788356256
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 23:14:55 +0000,2023-09-24 23:24:32 +0000,mi,0.1472711862721701
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-24 23:27:18 +0000,2023-09-24 23:33:33 +0000,mi,0.09493309075002085
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 00:12:45 +0000,2023-09-25 00:22:46 +0000,mi,0.06077631631273162
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 00:22:46 +0000,2023-09-25 00:24:07 +0000,mi,0.028893760439035465
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 00:35:39 +0000,2023-09-25 00:43:57 +0000,mi,0.10336957289413345
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 01:07:29 +0000,2023-09-25 01:15:37 +0000,mi,0.23304854872847064
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 01:39:02 +0000,2023-09-25 01:42:14 +0000,mi,0.060304599957345495
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 01:42:14 +0000,2023-09-25 01:51:12 +0000,mi,0.21096032299964762
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 01:51:12 +0000,2023-09-25 01:57:07 +0000,mi,0.2102125421104737
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 02:02:13 +0000,2023-09-25 02:04:52 +0000,mi,0.1024489462628515
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 02:04:52 +0000,2023-09-25 02:14:52 +0000,mi,0.26092644792735065
HKQuantityTypeIdentifierDistanceWalkingRunning,iPhone,17.0,"iPhone16,1","<<HKDevice: 0x303c23700>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone16,1, software:17.0>",2023-09-25 02:14:52 +0000,2023-09-25 02:17:23 +0000,mi,0.10276858148412892
